target_id,N,plane,inactive_fraction_q1,inactive_fraction_q2,inactive_fraction_mean
478,25,XZ,0.24,0.56,0.4
478,50,XZ,0.16,0.6,0.38
478,100,XZ,0.14,0.67,0.405
478,250,XZ,0.108,0.136,0.122
478,500,XZ,0.112,0.148,0.13
479,10,XY,0.3,0.3,0.3
479,25,XY,0.52,0.2,0.36
479,50,XY,0.18,0.18,0.18
479,100,XY,0.7,0.17,0.435
479,250,XY,0.1,0.588,0.344
479,500,XY,0.116,0.646,0.381
480,10,XZ,0.3,0.3,0.3
480,25,XZ,0.24,0.6,0.42
480,50,XZ,0.16,0.58,0.37
480,100,XZ,0.15,0.68,0.415
480,250,XZ,0.12,0.12,0.12
480,500,XZ,0.094,0.136,0.115
481,10,YZ,0.4,0.3,0.35
481,25,YZ,0.24,0.24,0.24
481,50,YZ,0.66,0.22,0.44
481,100,YZ,0.18,0.16,0.17
481,250,YZ,0.712,0.1,0.406
481,500,YZ,0.626,0.118,0.372
482,10,XY,0.3,0.3,0.3
482,25,XY,0.44,0.16,0.3
482,50,XY,0.18,0.18,0.18
482,100,XY,0.71,0.18,0.445
482,250,XY,0.1,0.616,0.358
482,500,XY,0.118,0.684,0.401
483,10,XZ,0.3,0.3,0.3
483,25,XZ,0.28,0.56,0.42
483,50,XZ,0.16,0.54,0.35
483,100,XZ,0.13,0.67,0.4
483,250,XZ,0.104,0.128,0.116
483,500,XZ,0.102,0.116,0.109
484,10,YZ,0.3,0.3,0.3
484,25,YZ,0.2,0.2,0.2
484,50,YZ,0.7,0.2,0.45
484,100,YZ,0.16,0.17,0.165
484,250,YZ,0.612,0.128,0.37
484,500,YZ,0.626,0.112,0.369
485,10,XZ,0.2,0.4,0.3
485,25,XZ,0.24,0.6,0.42
485,50,XZ,0.18,0.6,0.39
485,100,XZ,0.16,0.67,0.415
485,250,XZ,0.12,0.124,0.122
485,500,XZ,0.094,0.148,0.121
486,10,XZ,0.3,0.4,0.35
486,25,XZ,0.28,0.52,0.4
486,50,XZ,0.18,0.62,0.4
486,100,XZ,0.16,0.66,0.41
486,250,XZ,0.008,0.08,0.044
486,500,XZ,0.096,0.158,0.127
487,10,XZ,0.3,0.4,0.35
487,25,XZ,0.28,0.56,0.42
487,50,XZ,0.14,0.58,0.36
487,100,XZ,0.15,0.67,0.41
487,250,XZ,0.008,0.08,0.044
487,500,XZ,0.102,0.146,0.124
488,10,YZ,0.3,0.4,0.35
488,25,YZ,0.2,0.2,0.2
488,50,YZ,0.64,0.22,0.43
488,100,YZ,0.17,0.15,0.16
488,250,YZ,0.7,0.144,0.422
488,500,YZ,0.746,0.004,0.375
489,10,YZ,0.4,0.3,0.35
489,25,YZ,0.2,0.2,0.2
489,50,YZ,0.72,0.18,0.45
489,100,YZ,0.17,0.17,0.17
489,250,YZ,0.704,0.108,0.406
489,500,YZ,0.688,0.004,0.346
490,10,XY,0.4,0.3,0.35
490,25,XY,0.48,0.2,0.34
490,50,XY,0.14,0.16,0.15
490,100,XY,0.66,0.21,0.435
490,250,XY,0.104,0.644,0.374
490,500,XY,0.114,0.686,0.4
491,10,XZ,0.3,0.3,0.3
491,25,XZ,0.28,0.56,0.42
491,50,XZ,0.12,0.56,0.34
491,100,XZ,0.15,0.66,0.405
491,250,XZ,0.12,0.12,0.12
491,500,XZ,0.088,0.144,0.116
492,10,XY,0.3,0.3,0.3
492,25,XY,0.52,0.24,0.38
492,50,XY,0.16,0.18,0.17
492,100,XY,0.68,0.19,0.435
492,250,XY,0.116,0.608,0.362
492,500,XY,0.104,0.618,0.361
493,10,XZ,0.4,0.3,0.35
493,25,XZ,0.24,0.6,0.42
493,50,XZ,0.2,0.6,0.4
493,100,XZ,0.15,0.66,0.405
493,250,XZ,0.008,0.04,0.024
493,500,XZ,0.092,0.118,0.105
494,10,XY,0.3,0.4,0.35
494,25,XY,0.48,0.16,0.32
494,50,XY,0.16,0.18,0.17
494,100,XY,0.64,0.22,0.43
494,250,XY,0.104,0.644,0.374
494,500,XY,0.106,0.696,0.401
495,10,XZ,0.3,0.3,0.3
495,25,XZ,0.24,0.6,0.42
495,50,XZ,0.16,0.58,0.37
495,100,XZ,0.16,0.65,0.405
495,250,XZ,0.1,0.124,0.112
495,500,XZ,0.108,0.174,0.141
496,10,YZ,0.4,0.3,0.35
496,25,YZ,0.16,0.2,0.18
496,50,YZ,0.62,0.26,0.44
496,100,YZ,0.17,0.17,0.17
496,250,YZ,0.696,0.14,0.418
496,500,YZ,0.698,0.078,0.388
497,10,YZ,0.3,0.4,0.35
497,25,YZ,0.08,0.12,0.1
497,50,YZ,0.68,0.2,0.44
497,100,YZ,0.17,0.17,0.17
497,250,YZ,0.712,0.096,0.404
497,500,YZ,0.7,0.076,0.388
498,10,XZ,0.3,0.3,0.3
498,25,XZ,0.24,0.6,0.42
498,50,XZ,0.12,0.62,0.37
498,100,XZ,0.17,0.62,0.395
498,250,XZ,0.008,0.08,0.044
498,500,XZ,0.082,0.152,0.117
499,10,XZ,0.3,0.4,0.35
499,25,XZ,0.24,0.48,0.36
499,50,XZ,0.16,0.58,0.37
499,100,XZ,0.13,0.68,0.405
499,250,XZ,0.008,0.06,0.034
499,500,XZ,0.126,0.138,0.132
500,10,XY,0.4,0.3,0.35
500,25,XY,0.48,0.16,0.32
500,50,XY,0.18,0.18,0.18
500,100,XY,0.68,0.19,0.435
500,250,XY,0.132,0.584,0.358
500,500,XY,0.106,0.664,0.385
501,10,XY,0.4,0.3,0.35
501,25,XY,0.52,0.24,0.38
501,50,XY,0.16,0.16,0.16
501,100,XY,0.67,0.19,0.43
501,250,XY,0.124,0.604,0.364
501,500,XY,0.104,0.6,0.352
502,10,YZ,0.3,0.3,0.3
502,25,YZ,0.24,0.28,0.26
502,50,YZ,0.68,0.2,0.44
502,100,YZ,0.17,0.16,0.165
502,250,YZ,0.68,0.108,0.394
502,500,YZ,0.598,0.106,0.352
503,10,XZ,0.3,0.3,0.3
503,25,XZ,0.28,0.56,0.42
503,50,XZ,0.18,0.54,0.36
503,100,XZ,0.15,0.65,0.4
503,250,XZ,0.108,0.108,0.108
503,500,XZ,0.086,0.14,0.113
504,10,YZ,0.4,0.3,0.35
504,25,YZ,0.24,0.2,0.22
504,50,YZ,0.7,0.2,0.45
504,100,YZ,0.16,0.17,0.165
504,250,YZ,0.644,0.12,0.382
504,500,YZ,0.702,0.004,0.353
505,10,XY,0.3,0.3,0.3
505,25,XY,0.52,0.2,0.36
505,50,XY,0.16,0.16,0.16
505,100,XY,0.66,0.2,0.43
505,250,XY,0.092,0.632,0.362
505,500,XY,0.114,0.686,0.4
506,10,XZ,0.3,0.3,0.3
506,25,XZ,0.2,0.6,0.4
506,50,XZ,0.2,0.58,0.39
506,100,XZ,0.15,0.65,0.4
506,250,XZ,0.104,0.112,0.108
506,500,XZ,0.094,0.13,0.112
507,10,XY,0.3,0.3,0.3
507,25,XY,0.56,0.24,0.4
507,50,XY,0.18,0.18,0.18
507,100,XY,0.69,0.18,0.435
507,250,XY,0.108,0.592,0.35
507,500,XY,0.11,0.644,0.377
508,10,YZ,0.4,0.3,0.35
508,25,YZ,0.16,0.16,0.16
508,50,YZ,0.64,0.24,0.44
508,100,YZ,0.19,0.17,0.18
508,250,YZ,0.676,0.128,0.402
508,500,YZ,0.684,0.09,0.387
509,10,XZ,0.4,0.3,0.35
509,25,XZ,0.24,0.6,0.42
509,50,XZ,0.12,0.6,0.36
509,100,XZ,0.15,0.66,0.405
509,250,XZ,0.008,0.092,0.05
509,500,XZ,0.108,0.134,0.121
510,10,YZ,0.3,0.4,0.35
510,25,YZ,0.24,0.24,0.24
510,50,YZ,0.7,0.2,0.45
510,100,YZ,0.15,0.16,0.155
510,250,YZ,0.672,0.092,0.382
510,500,YZ,0.684,0.088,0.386
511,10,XZ,0.3,0.4,0.35
511,25,XZ,0.24,0.6,0.42
511,50,XZ,0.18,0.54,0.36
511,100,XZ,0.16,0.65,0.405
511,250,XZ,0.008,0.056,0.032
511,500,XZ,0.088,0.14,0.114
512,10,YZ,0.3,0.3,0.3
512,25,YZ,0.2,0.2,0.2
512,50,YZ,0.7,0.2,0.45
512,100,YZ,0.18,0.18,0.18
512,250,YZ,0.712,0.1,0.406
512,500,YZ,0.636,0.098,0.367
513,10,XZ,0.3,0.3,0.3
513,25,XZ,0.28,0.6,0.44
513,50,XZ,0.14,0.54,0.34
513,100,XZ,0.16,0.66,0.41
513,250,XZ,0.104,0.112,0.108
513,500,XZ,0.102,0.154,0.128
514,10,XZ,0.3,0.3,0.3
514,25,XZ,0.24,0.56,0.4
514,50,XZ,0.18,0.58,0.38
514,100,XZ,0.16,0.66,0.41
514,250,XZ,0.116,0.116,0.116
514,500,XZ,0.098,0.146,0.122
515,10,XZ,0.3,0.3,0.3
515,25,XZ,0.32,0.52,0.42
515,50,XZ,0.14,0.6,0.37
515,100,XZ,0.15,0.66,0.405
515,250,XZ,0.008,0.084,0.046
515,500,XZ,0.096,0.16,0.128
516,10,XZ,0.4,0.3,0.35
516,25,XZ,0.28,0.56,0.42
516,50,XZ,0.16,0.6,0.38
516,100,XZ,0.14,0.69,0.415
516,250,XZ,0.096,0.128,0.112
516,500,XZ,0.106,0.128,0.117
517,10,XZ,0.4,0.3,0.35
517,25,XZ,0.28,0.6,0.44
517,50,XZ,0.16,0.6,0.38
517,100,XZ,0.16,0.66,0.41
517,250,XZ,0.116,0.124,0.12
517,500,XZ,0.094,0.152,0.123
518,10,XY,0.3,0.4,0.35
518,25,XY,0.52,0.24,0.38
518,50,XY,0.18,0.14,0.16
518,100,XY,0.71,0.17,0.44
518,250,XY,0.128,0.6,0.364
518,500,XY,0.114,0.602,0.358
519,10,YZ,0.4,0.3,0.35
519,25,YZ,0.24,0.24,0.24
519,50,YZ,0.66,0.2,0.43
519,100,YZ,0.16,0.17,0.165
519,250,YZ,0.68,0.104,0.392
519,500,YZ,0.68,0.088,0.384
520,10,XY,0.3,0.3,0.3
520,25,XY,0.52,0.24,0.38
520,50,XY,0.18,0.18,0.18
520,100,XY,0.68,0.18,0.43
520,250,XY,0.012,0.968,0.49
520,500,XY,0.1,0.618,0.359
521,10,YZ,0.4,0.3,0.35
521,25,YZ,0.24,0.24,0.24
521,50,YZ,0.66,0.22,0.44
521,100,YZ,0.17,0.17,0.17
521,250,YZ,0.668,0.124,0.396
521,500,YZ,0.668,0.116,0.392
522,10,XY,0.3,0.4,0.35
522,25,XY,0.52,0.2,0.36
522,50,XY,0.16,0.16,0.16
522,100,XY,0.68,0.19,0.435
522,250,XY,0.104,0.624,0.364
522,500,XY,0.112,0.644,0.378
523,10,XZ,0.3,0.3,0.3
523,25,XZ,0.24,0.56,0.4
523,50,XZ,0.18,0.56,0.37
523,100,XZ,0.14,0.69,0.415
523,250,XZ,0.008,0.076,0.042
523,500,XZ,0.102,0.158,0.13
524,10,XZ,0.3,0.3,0.3
524,25,XZ,0.32,0.56,0.44
524,50,XZ,0.14,0.6,0.37
524,100,XZ,0.14,0.68,0.41
524,250,XZ,0.008,0.1,0.054
524,500,XZ,0.098,0.164,0.131
525,10,XY,0.4,0.3,0.35
525,25,XY,0.48,0.16,0.32
525,50,XY,0.18,0.2,0.19
525,100,XY,0.67,0.2,0.435
525,250,XY,0.1,0.62,0.36
525,500,XY,0.12,0.68,0.4
526,10,XZ,0.4,0.3,0.35
526,25,XZ,0.24,0.52,0.38
526,50,XZ,0.18,0.58,0.38
526,100,XZ,0.15,0.67,0.41
526,250,XZ,0.088,0.128,0.108
526,500,XZ,0.104,0.142,0.123
527,10,XZ,0.4,0.3,0.35
527,25,XZ,0.2,0.56,0.38
527,50,XZ,0.16,0.56,0.36
527,100,XZ,0.12,0.7,0.41
527,250,XZ,0.008,0.052,0.03
527,500,XZ,0.104,0.138,0.121
528,10,XY,0.3,0.3,0.3
528,25,XY,0.52,0.2,0.36
528,50,XY,0.16,0.16,0.16
528,100,XY,0.71,0.18,0.445
528,250,XY,0.12,0.66,0.39
528,500,XY,0.094,0.616,0.355
529,10,XY,0.3,0.3,0.3
529,25,XY,0.56,0.24,0.4
529,50,XY,0.18,0.16,0.17
529,100,XY,0.69,0.18,0.435
529,250,XY,0.104,0.612,0.358
529,500,XY,0.116,0.63,0.373
530,10,XZ,0.5,0.3,0.4
530,25,XZ,0.24,0.56,0.4
530,50,XZ,0.16,0.58,0.37
530,100,XZ,0.15,0.67,0.41
530,250,XZ,0.124,0.132,0.128
530,500,XZ,0.102,0.134,0.118
531,10,YZ,0.3,0.4,0.35
531,25,YZ,0.2,0.2,0.2
531,50,YZ,0.64,0.22,0.43
531,100,YZ,0.17,0.18,0.175
531,250,YZ,0.664,0.172,0.418
531,500,YZ,0.652,0.08,0.366
532,10,XY,0.4,0.3,0.35
532,25,XY,0.44,0.16,0.3
532,50,XY,0.16,0.16,0.16
532,100,XY,0.66,0.2,0.43
532,250,XY,0.116,0.656,0.386
532,500,XY,0.098,0.682,0.39
533,10,XZ,0.4,0.3,0.35
533,25,XZ,0.24,0.52,0.38
533,50,XZ,0.16,0.62,0.39
533,100,XZ,0.15,0.65,0.4
533,250,XZ,0.1,0.124,0.112
533,500,XZ,0.104,0.132,0.118
534,10,YZ,0.3,0.4,0.35
534,25,YZ,0.24,0.24,0.24
534,50,YZ,0.68,0.2,0.44
534,100,YZ,0.15,0.14,0.145
534,250,YZ,0.64,0.14,0.39
534,500,YZ,0.656,0.074,0.365
535,10,XY,0.3,0.3,0.3
535,25,XY,0.56,0.2,0.38
535,50,XY,0.16,0.18,0.17
535,100,XY,0.69,0.19,0.44
535,250,XY,0.14,0.608,0.374
535,500,XY,0.098,0.622,0.36
536,10,YZ,0.4,0.4,0.4
536,25,YZ,0.2,0.24,0.22
536,50,YZ,0.62,0.24,0.43
536,100,YZ,0.17,0.17,0.17
536,250,YZ,0.692,0.144,0.418
536,500,YZ,0.642,0.088,0.365
537,10,YZ,0.3,0.3,0.3
537,25,YZ,0.24,0.24,0.24
537,50,YZ,0.68,0.22,0.45
537,100,YZ,0.15,0.15,0.15
537,250,YZ,0.66,0.112,0.386
537,500,YZ,0.618,0.112,0.365
538,10,XY,0.2,0.3,0.25
538,25,XY,0.44,0.16,0.3
538,50,XY,0.16,0.16,0.16
538,100,XY,0.69,0.18,0.435
538,250,XY,0.136,0.608,0.372
538,500,XY,0.098,0.668,0.383
539,10,YZ,0.3,0.4,0.35
539,25,YZ,0.2,0.2,0.2
539,50,YZ,0.66,0.2,0.43
539,100,YZ,0.17,0.16,0.165
539,250,YZ,0.64,0.14,0.39
539,500,YZ,0.684,0.084,0.384
540,10,XY,0.3,0.3,0.3
540,25,XY,0.52,0.2,0.36
540,50,XY,0.16,0.14,0.15
540,100,XY,0.71,0.17,0.44
540,250,XY,0.128,0.64,0.384
540,500,XY,0.094,0.622,0.358
541,10,XZ,0.2,0.4,0.3
541,25,XZ,0.2,0.64,0.42
541,50,XZ,0.16,0.58,0.37
541,100,XZ,0.16,0.65,0.405
541,250,XZ,0.104,0.12,0.112
541,500,XZ,0.102,0.142,0.122
542,10,YZ,0.4,0.3,0.35
542,25,YZ,0.24,0.24,0.24
542,50,YZ,0.62,0.26,0.44
542,100,YZ,0.17,0.16,0.165
542,250,YZ,0.612,0.148,0.38
542,500,YZ,0.678,0.098,0.388
543,10,XZ,0.3,0.3,0.3
543,25,XZ,0.28,0.56,0.42
543,50,XZ,0.16,0.54,0.35
543,100,XZ,0.13,0.66,0.395
543,250,XZ,0.008,0.08,0.044
543,500,XZ,0.11,0.116,0.113
544,10,XY,0.3,0.3,0.3
544,25,XY,0.52,0.16,0.34
544,50,XY,0.18,0.18,0.18
544,100,XY,0.68,0.18,0.43
544,250,XY,0.152,0.596,0.374
544,500,XY,0.086,0.592,0.339
545,10,YZ,0.4,0.3,0.35
545,25,YZ,0.2,0.2,0.2
545,50,YZ,0.68,0.2,0.44
545,100,YZ,0.16,0.18,0.17
545,250,YZ,0.628,0.124,0.376
545,500,YZ,0.66,0.102,0.381
546,10,XZ,0.3,0.3,0.3
546,25,XZ,0.24,0.52,0.38
546,50,XZ,0.18,0.5,0.34
546,100,XZ,0.14,0.65,0.395
546,250,XZ,0.096,0.108,0.102
546,500,XZ,0.004,0.11,0.057
547,10,XY,0.4,0.3,0.35
547,25,XY,0.44,0.16,0.3
547,50,XY,0.18,0.18,0.18
547,100,XY,0.67,0.2,0.435
547,250,XY,0.1,0.6,0.35
547,500,XY,0.112,0.676,0.394
548,10,YZ,0.4,0.3,0.35
548,25,YZ,0.24,0.24,0.24
548,50,YZ,0.68,0.2,0.44
548,100,YZ,0.16,0.16,0.16
548,250,YZ,0.652,0.112,0.382
548,500,YZ,0.672,0.108,0.39
549,10,XY,0.4,0.3,0.35
549,25,XY,0.44,0.16,0.3
549,50,XY,0.16,0.16,0.16
549,100,XY,0.69,0.19,0.44
549,250,XY,0.164,0.588,0.376
549,500,XY,0.088,0.648,0.368
550,10,XY,0.3,0.3,0.3
550,25,XY,0.48,0.16,0.32
550,50,XY,0.18,0.2,0.19
550,100,XY,0.65,0.2,0.425
550,250,XY,0.136,0.672,0.404
550,500,XY,0.084,0.644,0.364
551,10,YZ,0.4,0.3,0.35
551,25,YZ,0.16,0.2,0.18
551,50,YZ,0.68,0.2,0.44
551,100,YZ,0.16,0.16,0.16
551,250,YZ,0.684,0.096,0.39
551,500,YZ,0.676,0.098,0.387
552,10,XY,0.3,0.4,0.35
552,25,XY,0.56,0.16,0.36
552,50,XY,0.18,0.18,0.18
552,100,XY,0.69,0.18,0.435
552,250,XY,0.12,0.584,0.352
552,500,XY,0.118,0.652,0.385
553,10,XY,0.3,0.3,0.3
553,25,XY,0.52,0.2,0.36
553,50,XY,0.2,0.18,0.19
553,100,XY,0.68,0.19,0.435
553,250,XY,0.14,0.584,0.362
553,500,XY,0.102,0.618,0.36
554,10,YZ,0.3,0.4,0.35
554,25,YZ,0.2,0.2,0.2
554,50,YZ,0.66,0.2,0.43
554,100,YZ,0.18,0.16,0.17
554,250,YZ,0.716,0.124,0.42
554,500,YZ,0.694,0.068,0.381
555,10,XZ,0.3,0.3,0.3
555,25,XZ,0.28,0.56,0.42
555,50,XZ,0.16,0.54,0.35
555,100,XZ,0.14,0.68,0.41
555,250,XZ,0.084,0.132,0.108
555,500,XZ,0.104,0.122,0.113
556,10,XZ,0.3,0.4,0.35
556,25,XZ,0.24,0.56,0.4
556,50,XZ,0.2,0.54,0.37
556,100,XZ,0.18,0.63,0.405
556,250,XZ,0.008,0.084,0.046
556,500,XZ,0.086,0.164,0.125
557,10,XY,0.3,0.3,0.3
557,25,XY,0.48,0.16,0.32
557,50,XY,0.16,0.16,0.16
557,100,XY,0.69,0.19,0.44
557,250,XY,0.1,0.624,0.362
557,500,XY,0.11,0.688,0.399
558,10,XZ,0.3,0.4,0.35
558,25,XZ,0.32,0.56,0.44
558,50,XZ,0.14,0.62,0.38
558,100,XZ,0.14,0.68,0.41
558,250,XZ,0.124,0.116,0.12
558,500,XZ,0.09,0.152,0.121
559,10,XZ,0.3,0.4,0.35
559,25,XZ,0.24,0.6,0.42
559,50,XZ,0.16,0.6,0.38
559,100,XZ,0.16,0.64,0.4
559,250,XZ,0.112,0.104,0.108
559,500,XZ,0.09,0.144,0.117
560,10,YZ,0.3,0.4,0.35
560,25,YZ,0.2,0.16,0.18
560,50,YZ,0.7,0.2,0.45
560,100,YZ,0.14,0.15,0.145
560,250,YZ,0.688,0.1,0.394
560,500,YZ,0.656,0.094,0.375
561,10,XY,0.4,0.3,0.35
561,25,XY,0.44,0.16,0.3
561,50,XY,0.16,0.16,0.16
561,100,XY,0.66,0.2,0.43
561,250,XY,0.176,0.616,0.396
561,500,XY,0.094,0.658,0.376
562,10,YZ,0.4,0.3,0.35
562,25,YZ,0.2,0.2,0.2
562,50,YZ,0.64,0.2,0.42
562,100,YZ,0.18,0.16,0.17
562,250,YZ,0.624,0.152,0.388
562,500,YZ,0.682,0.086,0.384
563,10,YZ,0.4,0.4,0.4
563,25,YZ,0.2,0.2,0.2
563,50,YZ,0.68,0.2,0.44
563,100,YZ,0.15,0.18,0.165
563,250,YZ,0.7,0.16,0.43
563,500,YZ,0.7,0.076,0.388
564,10,XZ,0.3,0.3,0.3
564,25,XZ,0.24,0.56,0.4
564,50,XZ,0.16,0.58,0.37
564,100,XZ,0.15,0.66,0.405
564,250,XZ,0.108,0.112,0.11
564,500,XZ,0.096,0.132,0.114
565,10,XZ,0.3,0.3,0.3
565,25,XZ,0.28,0.56,0.42
565,50,XZ,0.12,0.58,0.35
565,100,XZ,0.15,0.65,0.4
565,250,XZ,0.104,0.108,0.106
565,500,XZ,0.09,0.144,0.117
566,10,YZ,0.3,0.4,0.35
566,25,YZ,0.2,0.2,0.2
566,50,YZ,0.64,0.22,0.43
566,100,YZ,0.17,0.17,0.17
566,250,YZ,0.688,0.16,0.424
566,500,YZ,0.672,0.07,0.371
567,10,YZ,0.4,0.3,0.35
567,25,YZ,0.24,0.24,0.24
567,50,YZ,0.66,0.22,0.44
567,100,YZ,0.15,0.18,0.165
567,250,YZ,0.668,0.112,0.39
567,500,YZ,0.624,0.112,0.368
568,10,YZ,0.3,0.4,0.35
568,25,YZ,0.24,0.24,0.24
568,50,YZ,0.7,0.2,0.45
568,100,YZ,0.13,0.19,0.16
568,250,YZ,0.664,0.132,0.398
568,500,YZ,0.624,0.092,0.358
569,10,XY,0.3,0.3,0.3
569,25,XY,0.48,0.16,0.32
569,50,XY,0.16,0.16,0.16
569,100,XY,0.69,0.18,0.435
569,250,XY,0.132,0.612,0.372
569,500,XY,0.104,0.614,0.359
570,10,YZ,0.3,0.3,0.3
570,25,YZ,0.24,0.24,0.24
570,50,YZ,0.72,0.18,0.45
570,100,YZ,0.18,0.16,0.17
570,250,YZ,0.636,0.12,0.378
570,500,YZ,0.628,0.094,0.361
571,10,XZ,0.3,0.3,0.3
571,25,XZ,0.28,0.52,0.4
571,50,XZ,0.16,0.56,0.36
571,100,XZ,0.16,0.64,0.4
571,250,XZ,0.1,0.116,0.108
571,500,XZ,0.092,0.13,0.111
572,10,XZ,0.3,0.4,0.35
572,25,XZ,0.28,0.56,0.42
572,50,XZ,0.14,0.58,0.36
572,100,XZ,0.15,0.68,0.415
572,250,XZ,0.008,0.084,0.046
572,500,XZ,0.004,0.098,0.051
573,10,YZ,0.3,0.4,0.35
573,25,YZ,0.2,0.2,0.2
573,50,YZ,0.66,0.22,0.44
573,100,YZ,0.12,0.17,0.145
573,250,YZ,0.692,0.132,0.412
573,500,YZ,0.67,0.086,0.378
574,10,YZ,0.3,0.3,0.3
574,25,YZ,0.24,0.24,0.24
574,50,YZ,0.68,0.2,0.44
574,100,YZ,0.14,0.15,0.145
574,250,YZ,0.7,0.108,0.404
574,500,YZ,0.68,0.096,0.388
575,10,XY,0.3,0.3,0.3
575,25,XY,0.52,0.24,0.38
575,50,XY,0.18,0.18,0.18
575,100,XY,0.73,0.17,0.45
575,250,XY,0.1,0.624,0.362
575,500,XY,0.11,0.666,0.388
576,10,XY,0.4,0.3,0.35
576,25,XY,0.56,0.24,0.4
576,50,XY,0.18,0.16,0.17
576,100,XY,0.66,0.21,0.435
576,250,XY,0.112,0.636,0.374
576,500,XY,0.116,0.644,0.38
577,10,XY,0.3,0.4,0.35
577,25,XY,0.4,0.16,0.28
577,50,XY,0.18,0.16,0.17
577,100,XY,0.72,0.17,0.445
577,250,XY,0.12,0.632,0.376
577,500,XY,0.102,0.68,0.391
578,10,YZ,0.4,0.3,0.35
578,25,YZ,0.2,0.24,0.22
578,50,YZ,0.64,0.24,0.44
578,100,YZ,0.2,0.17,0.185
578,250,YZ,0.66,0.148,0.404
578,500,YZ,0.658,0.084,0.371
579,10,XZ,0.3,0.4,0.35
579,25,XZ,0.24,0.56,0.4
579,50,XZ,0.16,0.52,0.34
579,100,XZ,0.13,0.68,0.405
579,250,XZ,0.092,0.136,0.114
579,500,XZ,0.106,0.122,0.114
580,10,XZ,0.3,0.4,0.35
580,25,XZ,0.2,0.64,0.42
580,50,XZ,0.16,0.54,0.35
580,100,XZ,0.19,0.63,0.41
580,250,XZ,0.008,0.076,0.042
580,500,XZ,0.004,0.098,0.051
581,10,XY,0.3,0.3,0.3
581,25,XY,0.56,0.24,0.4
581,50,XY,0.2,0.18,0.19
581,100,XY,0.69,0.18,0.435
581,250,XY,0.124,0.616,0.37
581,500,XY,0.102,0.668,0.385
582,10,XZ,0.3,0.4,0.35
582,25,XZ,0.28,0.52,0.4
582,50,XZ,0.12,0.62,0.37
582,100,XZ,0.14,0.67,0.405
582,250,XZ,0.104,0.14,0.122
582,500,XZ,0.116,0.126,0.121
583,10,XY,0.3,0.3,0.3
583,25,XY,0.52,0.16,0.34
583,50,XY,0.2,0.18,0.19
583,100,XY,0.7,0.18,0.44
583,250,XY,0.128,0.572,0.35
583,500,XY,0.102,0.658,0.38
584,10,YZ,0.3,0.3,0.3
584,25,YZ,0.24,0.24,0.24
584,50,YZ,0.64,0.2,0.42
584,100,YZ,0.18,0.17,0.175
584,250,YZ,0.632,0.144,0.388
584,500,YZ,0.648,0.09,0.369
585,10,YZ,0.3,0.3,0.3
585,25,YZ,0.24,0.28,0.26
585,50,YZ,0.7,0.22,0.46
585,100,YZ,0.16,0.18,0.17
585,250,YZ,0.688,0.104,0.396
585,500,YZ,0.672,0.004,0.338
586,10,XZ,0.3,0.4,0.35
586,25,XZ,0.28,0.56,0.42
586,50,XZ,0.14,0.54,0.34
586,100,XZ,0.15,0.66,0.405
586,250,XZ,0.008,0.068,0.038
586,500,XZ,0.1,0.126,0.113
587,10,XZ,0.3,0.3,0.3
587,25,XZ,0.2,0.56,0.38
587,50,XZ,0.16,0.62,0.39
587,100,XZ,0.14,0.67,0.405
587,250,XZ,0.116,0.136,0.126
587,500,XZ,0.096,0.128,0.112
588,10,YZ,0.4,0.4,0.4
588,25,YZ,0.2,0.28,0.24
588,50,YZ,0.7,0.26,0.48
588,100,YZ,0.15,0.18,0.165
588,250,YZ,0.708,0.116,0.412
588,500,YZ,0.61,0.09,0.35
589,10,YZ,0.3,0.4,0.35
589,25,YZ,0.24,0.2,0.22
589,50,YZ,0.72,0.18,0.45
589,100,YZ,0.16,0.17,0.165
589,250,YZ,0.728,0.108,0.418
589,500,YZ,0.676,0.086,0.381
590,10,XY,0.3,0.3,0.3
590,25,XY,0.52,0.24,0.38
590,50,XY,0.18,0.18,0.18
590,100,XY,0.69,0.18,0.435
590,250,XY,0.1,0.632,0.366
590,500,XY,0.114,0.648,0.381
591,10,YZ,0.4,0.4,0.4
591,25,YZ,0.24,0.24,0.24
591,50,YZ,0.64,0.2,0.42
591,100,YZ,0.17,0.16,0.165
591,250,YZ,0.676,0.136,0.406
591,500,YZ,0.674,0.084,0.379
592,10,YZ,0.4,0.3,0.35
592,25,YZ,0.24,0.24,0.24
592,50,YZ,0.72,0.2,0.46
592,100,YZ,0.13,0.18,0.155
592,250,YZ,0.7,0.132,0.416
592,500,YZ,0.646,0.096,0.371
593,10,XZ,0.3,0.4,0.35
593,25,XZ,0.24,0.56,0.4
593,50,XZ,0.16,0.6,0.38
593,100,XZ,0.17,0.64,0.405
593,250,XZ,0.112,0.124,0.118
593,500,XZ,0.1,0.146,0.123
594,10,XY,0.3,0.3,0.3
594,25,XY,0.52,0.2,0.36
594,50,XY,0.16,0.18,0.17
594,100,XY,0.65,0.2,0.425
594,250,XY,0.14,0.588,0.364
594,500,XY,0.104,0.65,0.377
595,10,YZ,0.4,0.3,0.35
595,25,YZ,0.2,0.2,0.2
595,50,YZ,0.62,0.22,0.42
595,100,YZ,0.18,0.17,0.175
595,250,YZ,0.624,0.136,0.38
595,500,YZ,0.662,0.086,0.374
596,10,YZ,0.3,0.4,0.35
