target_id,N,plane,inactive_fraction_q1,inactive_fraction_q2,inactive_fraction_mean
1554,500,XZ,0.092,0.158,0.125
1555,10,XY,0.3,0.4,0.35
1555,25,XY,0.48,0.2,0.34
1555,50,XY,0.16,0.18,0.17
1555,100,XY,0.65,0.21,0.43
1555,250,XY,0.116,0.656,0.386
1555,500,XY,0.104,0.658,0.381
1556,10,XY,0.3,0.4,0.35
1556,25,XY,0.52,0.2,0.36
1556,50,XY,0.18,0.18,0.18
1556,100,XY,0.71,0.17,0.44
1556,250,XY,0.148,0.576,0.362
1556,500,XY,0.092,0.68,0.386
1557,10,YZ,0.3,0.4,0.35
1557,25,YZ,0.16,0.16,0.16
1557,50,YZ,0.68,0.2,0.44
1557,100,YZ,0.17,0.17,0.17
1557,250,YZ,0.708,0.14,0.424
1557,500,YZ,0.69,0.068,0.379
1558,10,XZ,0.3,0.3,0.3
1558,25,XZ,0.28,0.52,0.4
1558,50,XZ,0.14,0.54,0.34
1558,100,XZ,0.17,0.64,0.405
1558,250,XZ,0.108,0.112,0.11
1558,500,XZ,0.086,0.148,0.117
1559,10,YZ,0.3,0.4,0.35
1559,25,YZ,0.2,0.2,0.2
1559,50,YZ,0.72,0.18,0.45
1559,100,YZ,0.13,0.16,0.145
1559,250,YZ,0.68,0.14,0.41
1559,500,YZ,0.674,0.004,0.339
1560,10,YZ,0.4,0.4,0.4
1560,25,YZ,0.24,0.2,0.22
1560,50,YZ,0.68,0.2,0.44
1560,100,YZ,0.16,0.19,0.175
1560,250,YZ,0.7,0.144,0.422
1560,500,YZ,0.654,0.088,0.371
1561,10,XY,0.2,0.3,0.25
1561,25,XY,0.48,0.2,0.34
1561,50,XY,0.2,0.2,0.2
1561,100,XY,0.71,0.17,0.44
1561,250,XY,0.104,0.604,0.354
1561,500,XY,0.118,0.666,0.392
1562,10,YZ,0.4,0.3,0.35
1562,25,YZ,0.2,0.2,0.2
1562,50,YZ,0.64,0.2,0.42
1562,100,YZ,0.19,0.17,0.18
1562,250,YZ,0.672,0.132,0.402
1562,500,YZ,0.688,0.108,0.398
1563,10,XY,0.3,0.3,0.3
1563,25,XY,0.48,0.16,0.32
1563,50,XY,0.16,0.16,0.16
1563,100,XY,0.66,0.2,0.43
1563,250,XY,0.136,0.672,0.404
1563,500,XY,0.096,0.62,0.358
1564,10,XY,0.3,0.4,0.35
1564,25,XY,0.52,0.28,0.4
1564,50,XY,0.16,0.16,0.16
1564,100,XY,0.69,0.18,0.435
1564,250,XY,0.128,0.588,0.358
1564,500,XY,0.11,0.622,0.366
1565,10,XZ,0.4,0.3,0.35
1565,25,XZ,0.28,0.64,0.46
1565,50,XZ,0.14,0.58,0.36
1565,100,XZ,0.14,0.68,0.41
1565,250,XZ,0.008,0.08,0.044
1565,500,XZ,0.112,0.16,0.136
1566,10,YZ,0.4,0.3,0.35
1566,25,YZ,0.24,0.24,0.24
1566,50,YZ,0.64,0.2,0.42
1566,100,YZ,0.15,0.18,0.165
1566,250,YZ,0.676,0.18,0.428
1566,500,YZ,0.682,0.086,0.384
1567,10,XZ,0.4,0.3,0.35
1567,25,XZ,0.24,0.6,0.42
1567,50,XZ,0.14,0.62,0.38
1567,100,XZ,0.16,0.65,0.405
1567,250,XZ,0.124,0.144,0.134
1567,500,XZ,0.102,0.156,0.129
1568,10,XY,0.4,0.3,0.35
1568,25,XY,0.48,0.16,0.32
1568,50,XY,0.16,0.14,0.15
1568,100,XY,0.62,0.21,0.415
1568,250,XY,0.164,0.608,0.386
1568,500,XY,0.092,0.634,0.363
1569,10,XZ,0.3,0.3,0.3
1569,25,XZ,0.24,0.56,0.4
1569,50,XZ,0.16,0.56,0.36
1569,100,XZ,0.16,0.65,0.405
1569,250,XZ,0.116,0.104,0.11
1569,500,XZ,0.086,0.14,0.113
1570,10,YZ,0.3,0.3,0.3
1570,25,YZ,0.2,0.2,0.2
1570,50,YZ,0.62,0.22,0.42
1570,100,YZ,0.2,0.17,0.185
1570,250,YZ,0.676,0.128,0.402
1570,500,YZ,0.678,0.084,0.381
1571,10,YZ,0.4,0.3,0.35
1571,25,YZ,0.16,0.16,0.16
1571,50,YZ,0.66,0.24,0.45
1571,100,YZ,0.16,0.18,0.17
1571,250,YZ,0.7,0.096,0.398
1571,500,YZ,0.664,0.098,0.381
1572,10,XZ,0.3,0.3,0.3
1572,25,XZ,0.24,0.56,0.4
1572,50,XZ,0.16,0.56,0.36
1572,100,XZ,0.17,0.64,0.405
1572,250,XZ,0.008,0.076,0.042
1572,500,XZ,0.096,0.126,0.111
1573,10,YZ,0.4,0.3,0.35
1573,25,YZ,0.24,0.2,0.22
1573,50,YZ,0.68,0.22,0.45
1573,100,YZ,0.13,0.18,0.155
1573,250,YZ,0.684,0.128,0.406
1573,500,YZ,0.624,0.106,0.365
1574,10,XZ,0.4,0.3,0.35
1574,25,XZ,0.28,0.56,0.42
1574,50,XZ,0.14,0.58,0.36
1574,100,XZ,0.15,0.66,0.405
1574,250,XZ,0.124,0.144,0.134
1574,500,XZ,0.004,0.072,0.038
1575,10,XY,0.4,0.3,0.35
1575,25,XY,0.52,0.24,0.38
1575,50,XY,0.16,0.16,0.16
1575,100,XY,0.66,0.2,0.43
1575,250,XY,0.14,0.596,0.368
1575,500,XY,0.102,0.656,0.379
1576,10,YZ,0.3,0.3,0.3
1576,25,YZ,0.16,0.16,0.16
1576,50,YZ,0.7,0.18,0.44
1576,100,YZ,0.16,0.16,0.16
1576,250,YZ,0.692,0.152,0.422
1576,500,YZ,0.656,0.07,0.363
1577,10,XZ,0.3,0.3,0.3
1577,25,XZ,0.32,0.56,0.44
1577,50,XZ,0.16,0.6,0.38
1577,100,XZ,0.14,0.66,0.4
1577,250,XZ,0.104,0.124,0.114
1577,500,XZ,0.104,0.162,0.133
1578,10,XZ,0.4,0.3,0.35
1578,25,XZ,0.28,0.52,0.4
1578,50,XZ,0.12,0.6,0.36
1578,100,XZ,0.13,0.68,0.405
1578,250,XZ,0.1,0.14,0.12
1578,500,XZ,0.126,0.004,0.065
1579,10,XZ,0.3,0.3,0.3
1579,25,XZ,0.28,0.56,0.42
1579,50,XZ,0.14,0.56,0.35
1579,100,XZ,0.13,0.68,0.405
1579,250,XZ,0.008,0.056,0.032
1579,500,XZ,0.128,0.004,0.066
1580,10,XY,0.3,0.3,0.3
1580,25,XY,0.52,0.16,0.34
1580,50,XY,0.18,0.18,0.18
1580,100,XY,0.68,0.18,0.43
1580,250,XY,0.136,0.572,0.354
1580,500,XY,0.108,0.644,0.376
1581,10,XZ,0.3,0.4,0.35
1581,25,XZ,0.24,0.56,0.4
1581,50,XZ,0.14,0.6,0.37
1581,100,XZ,0.17,0.63,0.4
1581,250,XZ,0.008,0.048,0.028
1581,500,XZ,0.004,0.098,0.051
1582,10,XZ,0.3,0.3,0.3
1582,25,XZ,0.24,0.6,0.42
1582,50,XZ,0.16,0.56,0.36
1582,100,XZ,0.16,0.66,0.41
1582,250,XZ,0.112,0.124,0.118
1582,500,XZ,0.088,0.114,0.101
1583,10,YZ,0.4,0.3,0.35
1583,25,YZ,0.2,0.24,0.22
1583,50,YZ,0.7,0.2,0.45
1583,100,YZ,0.17,0.18,0.175
1583,250,YZ,0.64,0.108,0.374
1583,500,YZ,0.598,0.096,0.347
1584,10,XY,0.3,0.3,0.3
1584,25,XY,0.52,0.2,0.36
1584,50,XY,0.18,0.18,0.18
1584,100,XY,0.68,0.19,0.435
1584,250,XY,0.124,0.596,0.36
1584,500,XY,0.112,0.644,0.378
1585,10,YZ,0.3,0.4,0.35
1585,25,YZ,0.16,0.2,0.18
1585,50,YZ,0.7,0.2,0.45
1585,100,YZ,0.14,0.15,0.145
1585,250,YZ,0.716,0.104,0.41
1585,500,YZ,0.644,0.074,0.359
1586,10,XY,0.3,0.4,0.35
1586,25,XY,0.52,0.28,0.4
1586,50,XY,0.18,0.16,0.17
1586,100,XY,0.64,0.21,0.425
1586,250,XY,0.12,0.66,0.39
1586,500,XY,0.1,0.654,0.377
1587,10,XY,0.3,0.4,0.35
1587,25,XY,0.52,0.24,0.38
1587,50,XY,0.16,0.16,0.16
1587,100,XY,0.74,0.17,0.455
1587,250,XY,0.1,0.62,0.36
1587,500,XY,0.114,0.65,0.382
1588,10,XY,0.3,0.4,0.35
1588,25,XY,0.52,0.24,0.38
1588,50,XY,0.16,0.16,0.16
1588,100,XY,0.7,0.18,0.44
1588,250,XY,0.104,0.628,0.366
1588,500,XY,0.108,0.66,0.384
1589,10,YZ,0.3,0.4,0.35
1589,25,YZ,0.2,0.24,0.22
1589,50,YZ,0.66,0.28,0.47
1589,100,YZ,0.13,0.18,0.155
1589,250,YZ,0.728,0.1,0.414
1589,500,YZ,0.662,0.078,0.37
1590,10,YZ,0.3,0.4,0.35
1590,25,YZ,0.24,0.24,0.24
1590,50,YZ,0.68,0.22,0.45
1590,100,YZ,0.17,0.16,0.165
1590,250,YZ,0.68,0.108,0.394
1590,500,YZ,0.65,0.098,0.374
1591,10,YZ,0.4,0.4,0.4
1591,25,YZ,0.24,0.24,0.24
1591,50,YZ,0.68,0.2,0.44
1591,100,YZ,0.15,0.16,0.155
1591,250,YZ,0.664,0.096,0.38
1591,500,YZ,0.634,0.106,0.37
1592,10,YZ,0.4,0.4,0.4
1592,25,YZ,0.2,0.2,0.2
1592,50,YZ,0.7,0.2,0.45
1592,100,YZ,0.14,0.2,0.17
1592,250,YZ,0.688,0.14,0.414
1592,500,YZ,0.652,0.084,0.368
1593,10,XZ,0.4,0.3,0.35
1593,25,XZ,0.24,0.6,0.42
1593,50,XZ,0.2,0.54,0.37
1593,100,XZ,0.17,0.66,0.415
1593,250,XZ,0.112,0.116,0.114
1593,500,XZ,0.004,0.092,0.048
1594,10,XY,0.3,0.3,0.3
1594,25,XY,0.52,0.16,0.34
1594,50,XY,0.18,0.18,0.18
1594,100,XY,0.67,0.18,0.425
1594,250,XY,0.148,0.628,0.388
1594,500,XY,0.086,0.616,0.351
1595,10,XZ,0.3,0.4,0.35
1595,25,XZ,0.24,0.52,0.38
1595,50,XZ,0.16,0.58,0.37
1595,100,XZ,0.15,0.66,0.405
1595,250,XZ,0.008,0.036,0.022
1595,500,XZ,0.094,0.12,0.107
1596,10,YZ,0.3,0.4,0.35
1596,25,YZ,0.24,0.24,0.24
1596,50,YZ,0.74,0.18,0.46
1596,100,YZ,0.14,0.16,0.15
1596,250,YZ,0.712,0.104,0.408
1596,500,YZ,0.63,0.09,0.36
1597,10,YZ,0.3,0.4,0.35
1597,25,YZ,0.24,0.24,0.24
1597,50,YZ,0.68,0.2,0.44
1597,100,YZ,0.17,0.17,0.17
1597,250,YZ,0.7,0.136,0.418
1597,500,YZ,0.696,0.08,0.388
1598,10,XY,0.4,0.4,0.4
1598,25,XY,0.44,0.16,0.3
1598,50,XY,0.2,0.18,0.19
1598,100,XY,0.64,0.21,0.425
1598,250,XY,0.136,0.672,0.404
1598,500,XY,0.094,0.624,0.359
1599,10,YZ,0.3,0.4,0.35
1599,25,YZ,0.24,0.2,0.22
1599,50,YZ,0.66,0.24,0.45
1599,100,YZ,0.16,0.17,0.165
1599,250,YZ,0.716,0.104,0.41
1599,500,YZ,0.642,0.112,0.377
1600,10,XY,0.3,0.3,0.3
1600,25,XY,0.48,0.2,0.34
1600,50,XY,0.16,0.16,0.16
1600,100,XY,0.68,0.19,0.435
1600,250,XY,0.148,0.636,0.392
1600,500,XY,0.094,0.614,0.354
1601,10,YZ,0.4,0.3,0.35
1601,25,YZ,0.2,0.2,0.2
1601,50,YZ,0.7,0.2,0.45
1601,100,YZ,0.14,0.18,0.16
1601,250,YZ,0.7,0.128,0.414
1601,500,YZ,0.646,0.08,0.363
1602,10,YZ,0.3,0.4,0.35
1602,25,YZ,0.16,0.16,0.16
1602,50,YZ,0.66,0.2,0.43
1602,100,YZ,0.2,0.15,0.175
1602,250,YZ,0.728,0.116,0.422
1602,500,YZ,0.68,0.082,0.381
1603,10,YZ,0.3,0.4,0.35
1603,25,YZ,0.24,0.24,0.24
1603,50,YZ,0.6,0.24,0.42
1603,100,YZ,0.18,0.17,0.175
1603,250,YZ,0.632,0.144,0.388
1603,500,YZ,0.68,0.082,0.381
1604,10,XY,0.3,0.3,0.3
1604,25,XY,0.56,0.24,0.4
1604,50,XY,0.18,0.18,0.18
1604,100,XY,0.69,0.18,0.435
1604,250,XY,0.104,0.604,0.354
1604,500,XY,0.116,0.614,0.365
1605,10,YZ,0.3,0.4,0.35
1605,25,YZ,0.24,0.2,0.22
1605,50,YZ,0.62,0.22,0.42
1605,100,YZ,0.17,0.16,0.165
1605,250,YZ,0.676,0.14,0.408
1605,500,YZ,0.69,0.088,0.389
1606,10,XY,0.3,0.4,0.35
1606,25,XY,0.52,0.24,0.38
1606,50,XY,0.16,0.18,0.17
1606,100,XY,0.68,0.2,0.44
1606,250,XY,0.104,0.616,0.36
1606,500,XY,0.114,0.658,0.386
1607,10,XY,0.4,0.3,0.35
1607,25,XY,0.48,0.2,0.34
1607,50,XY,0.16,0.14,0.15
1607,100,XY,0.64,0.21,0.425
1607,250,XY,0.12,0.68,0.4
1607,500,XY,0.098,0.64,0.369
1608,10,YZ,0.3,0.4,0.35
1608,25,YZ,0.2,0.16,0.18
1608,50,YZ,0.62,0.22,0.42
1608,100,YZ,0.19,0.17,0.18
1608,250,YZ,0.696,0.152,0.424
1608,500,YZ,0.754,0.004,0.379
1609,10,YZ,0.3,0.4,0.35
1609,25,YZ,0.24,0.24,0.24
1609,50,YZ,0.66,0.24,0.45
1609,100,YZ,0.17,0.16,0.165
1609,250,YZ,0.72,0.088,0.404
1609,500,YZ,0.64,0.104,0.372
1610,10,YZ,0.4,0.3,0.35
1610,25,YZ,0.2,0.2,0.2
1610,50,YZ,0.74,0.18,0.46
1610,100,YZ,0.15,0.17,0.16
1610,250,YZ,0.7,0.124,0.412
1610,500,YZ,0.65,0.076,0.363
1611,10,XZ,0.3,0.3,0.3
1611,25,XZ,0.24,0.64,0.44
1611,50,XZ,0.16,0.58,0.37
1611,100,XZ,0.17,0.64,0.405
1611,250,XZ,0.124,0.128,0.126
1611,500,XZ,0.098,0.152,0.125
1612,10,YZ,0.4,0.4,0.4
1612,25,YZ,0.2,0.2,0.2
1612,50,YZ,0.68,0.2,0.44
1612,100,YZ,0.16,0.17,0.165
1612,250,YZ,0.688,0.156,0.422
1612,500,YZ,0.662,0.072,0.367
1613,10,XY,0.3,0.3,0.3
1613,25,XY,0.48,0.24,0.36
1613,50,XY,0.18,0.16,0.17
1613,100,XY,0.69,0.18,0.435
1613,250,XY,0.168,0.624,0.396
1613,500,XY,0.092,0.624,0.358
1614,10,XY,0.3,0.3,0.3
1614,25,XY,0.44,0.16,0.3
1614,50,XY,0.18,0.18,0.18
1614,100,XY,0.75,0.16,0.455
1614,250,XY,0.108,0.592,0.35
1614,500,XY,0.112,0.684,0.398
1615,10,XZ,0.3,0.3,0.3
1615,25,XZ,0.28,0.6,0.44
1615,50,XZ,0.1,0.62,0.36
1615,100,XZ,0.16,0.65,0.405
1615,250,XZ,0.116,0.112,0.114
1615,500,XZ,0.086,0.146,0.116
1616,10,YZ,0.4,0.3,0.35
1616,25,YZ,0.24,0.24,0.24
1616,50,YZ,0.68,0.22,0.45
1616,100,YZ,0.1,0.15,0.125
1616,250,YZ,0.668,0.144,0.406
1616,500,YZ,0.646,0.094,0.37
1617,10,XY,0.3,0.3,0.3
1617,25,XY,0.56,0.28,0.42
1617,50,XY,0.18,0.18,0.18
1617,100,XY,0.69,0.18,0.435
1617,250,XY,0.132,0.58,0.356
1617,500,XY,0.1,0.604,0.352
1618,10,YZ,0.3,0.3,0.3
1618,25,YZ,0.24,0.24,0.24
1618,50,YZ,0.66,0.22,0.44
1618,100,YZ,0.17,0.17,0.17
1618,250,YZ,0.62,0.148,0.384
1618,500,YZ,0.682,0.09,0.386
1619,10,XY,0.3,0.3,0.3
1619,25,XY,0.52,0.24,0.38
1619,50,XY,0.16,0.14,0.15
1619,100,XY,0.69,0.2,0.445
1619,250,XY,0.124,0.584,0.354
1619,500,XY,0.112,0.658,0.385
1620,10,YZ,0.3,0.4,0.35
1620,25,YZ,0.24,0.2,0.22
1620,50,YZ,0.7,0.18,0.44
1620,100,YZ,0.18,0.18,0.18
1620,250,YZ,0.688,0.132,0.41
1620,500,YZ,0.648,0.078,0.363
1621,10,XY,0.3,0.3,0.3
1621,25,XY,0.52,0.2,0.36
1621,50,XY,0.18,0.14,0.16
1621,100,XY,0.71,0.17,0.44
1621,250,XY,0.104,0.6,0.352
1621,500,XY,0.11,0.648,0.379
1622,10,YZ,0.3,0.4,0.35
1622,25,YZ,0.2,0.2,0.2
1622,50,YZ,0.68,0.2,0.44
1622,100,YZ,0.15,0.17,0.16
1622,250,YZ,0.692,0.156,0.424
1622,500,YZ,0.694,0.078,0.386
1623,10,YZ,0.3,0.3,0.3
1623,25,YZ,0.28,0.24,0.26
1623,50,YZ,0.72,0.18,0.45
1623,100,YZ,0.16,0.17,0.165
1623,250,YZ,0.648,0.108,0.378
1623,500,YZ,0.596,0.104,0.35
1624,10,YZ,0.4,0.3,0.35
1624,25,YZ,0.24,0.2,0.22
1624,50,YZ,0.72,0.18,0.45
1624,100,YZ,0.13,0.15,0.14
1624,250,YZ,0.696,0.124,0.41
1624,500,YZ,0.662,0.088,0.375
1625,10,XZ,0.4,0.3,0.35
1625,25,XZ,0.24,0.56,0.4
1625,50,XZ,0.16,0.6,0.38
1625,100,XZ,0.13,0.69,0.41
1625,250,XZ,0.096,0.124,0.11
1625,500,XZ,0.114,0.148,0.131
1626,10,YZ,0.5,0.4,0.45
1626,25,YZ,0.24,0.24,0.24
1626,50,YZ,0.66,0.2,0.43
1626,100,YZ,0.2,0.17,0.185
1626,250,YZ,0.632,0.148,0.39
1626,500,YZ,0.666,0.084,0.375
1627,10,YZ,0.3,0.3,0.3
1627,25,YZ,0.2,0.2,0.2
1627,50,YZ,0.68,0.2,0.44
1627,100,YZ,0.19,0.18,0.185
1627,250,YZ,0.688,0.096,0.392
1627,500,YZ,0.602,0.094,0.348
1628,10,YZ,0.4,0.4,0.4
1628,25,YZ,0.24,0.24,0.24
1628,50,YZ,0.72,0.2,0.46
1628,100,YZ,0.14,0.17,0.155
1628,250,YZ,0.692,0.128,0.41
1628,500,YZ,0.654,0.084,0.369
1629,10,XY,0.3,0.3,0.3
1629,25,XY,0.52,0.2,0.36
1629,50,XY,0.18,0.18,0.18
1629,100,XY,0.71,0.18,0.445
1629,250,XY,0.152,0.62,0.386
1629,500,XY,0.088,0.656,0.372
1630,10,YZ,0.3,0.3,0.3
1630,25,YZ,0.2,0.16,0.18
1630,50,YZ,0.64,0.22,0.43
1630,100,YZ,0.17,0.18,0.175
1630,250,YZ,0.644,0.14,0.392
1630,500,YZ,0.706,0.09,0.398
1631,10,XZ,0.3,0.3,0.3
1631,25,XZ,0.28,0.52,0.4
1631,50,XZ,0.16,0.54,0.35
1631,100,XZ,0.15,0.64,0.395
1631,250,XZ,0.108,0.116,0.112
1631,500,XZ,0.09,0.128,0.109
1632,10,XY,0.3,0.3,0.3
1632,25,XY,0.48,0.16,0.32
1632,50,XY,0.16,0.16,0.16
1632,100,XY,0.66,0.19,0.425
1632,250,XY,0.124,0.588,0.356
1632,500,XY,0.114,0.64,0.377
1633,10,YZ,0.4,0.3,0.35
1633,25,YZ,0.2,0.2,0.2
1633,50,YZ,0.68,0.2,0.44
1633,100,YZ,0.2,0.17,0.185
1633,250,YZ,0.624,0.148,0.386
1633,500,YZ,0.644,0.106,0.375
1634,10,XZ,0.3,0.4,0.35
1634,25,XZ,0.24,0.56,0.4
1634,50,XZ,0.14,0.58,0.36
1634,100,XZ,0.13,0.67,0.4
1634,250,XZ,0.008,0.076,0.042
1634,500,XZ,0.138,0.004,0.071
1635,10,YZ,0.3,0.4,0.35
1635,25,YZ,0.16,0.2,0.18
1635,50,YZ,0.66,0.22,0.44
1635,100,YZ,0.19,0.18,0.185
1635,250,YZ,0.712,0.148,0.43
1635,500,YZ,0.676,0.004,0.34
1636,10,XY,0.3,0.4,0.35
1636,25,XY,0.52,0.24,0.38
1636,50,XY,0.18,0.16,0.17
1636,100,XY,0.71,0.17,0.44
1636,250,XY,0.12,0.564,0.342
1636,500,XY,0.114,0.648,0.381
1637,10,XY,0.3,0.3,0.3
1637,25,XY,0.56,0.2,0.38
1637,50,XY,0.16,0.16,0.16
1637,100,XY,0.7,0.18,0.44
1637,250,XY,0.1,0.604,0.352
1637,500,XY,0.114,0.68,0.397
1638,10,XY,0.4,0.3,0.35
1638,25,XY,0.56,0.24,0.4
1638,50,XY,0.16,0.14,0.15
1638,100,XY,0.69,0.19,0.44
1638,250,XY,0.104,0.652,0.378
1638,500,XY,0.112,0.656,0.384
1639,10,YZ,0.4,0.3,0.35
1639,25,YZ,0.2,0.2,0.2
1639,50,YZ,0.7,0.2,0.45
1639,100,YZ,0.15,0.16,0.155
1639,250,YZ,0.632,0.124,0.378
1639,500,YZ,0.652,0.104,0.378
1640,10,YZ,0.3,0.3,0.3
1640,25,YZ,0.24,0.24,0.24
1640,50,YZ,0.72,0.2,0.46
1640,100,YZ,0.14,0.15,0.145
1640,250,YZ,0.636,0.128,0.382
1640,500,YZ,0.67,0.102,0.386
1641,10,YZ,0.4,0.4,0.4
1641,25,YZ,0.28,0.28,0.28
1641,50,YZ,0.68,0.22,0.45
1641,100,YZ,0.16,0.17,0.165
1641,250,YZ,0.64,0.12,0.38
1641,500,YZ,0.642,0.104,0.373
1642,10,XZ,0.4,0.3,0.35
1642,25,XZ,0.28,0.56,0.42
1642,50,XZ,0.14,0.6,0.37
1642,100,XZ,0.17,0.63,0.4
1642,250,XZ,0.12,0.1,0.11
1642,500,XZ,0.004,0.1,0.052
1643,10,XY,0.3,0.3,0.3
1643,25,XY,0.52,0.2,0.36
1643,50,XY,0.18,0.18,0.18
1643,100,XY,0.72,0.16,0.44
1643,250,XY,0.116,0.58,0.348
1643,500,XY,0.112,0.646,0.379
1644,10,YZ,0.4,0.3,0.35
1644,25,YZ,0.24,0.24,0.24
1644,50,YZ,0.64,0.24,0.44
1644,100,YZ,0.17,0.15,0.16
1644,250,YZ,0.58,0.164,0.372
1644,500,YZ,0.664,0.09,0.377
1645,10,XY,0.3,0.3,0.3
1645,25,XY,0.52,0.16,0.34
1645,50,XY,0.16,0.16,0.16
1645,100,XY,0.69,0.18,0.435
1645,250,XY,0.132,0.604,0.368
1645,500,XY,0.1,0.64,0.37
1646,10,XZ,0.4,0.3,0.35
1646,25,XZ,0.28,0.56,0.42
1646,50,XZ,0.12,0.58,0.35
1646,100,XZ,0.13,0.67,0.4
1646,250,XZ,0.104,0.128,0.116
1646,500,XZ,0.004,0.076,0.04
1647,10,XZ,0.3,0.3,0.3
1647,25,XZ,0.36,0.52,0.44
1647,50,XZ,0.16,0.58,0.37
1647,100,XZ,0.15,0.66,0.405
1647,250,XZ,0.112,0.128,0.12
1647,500,XZ,0.098,0.154,0.126
1648,10,XZ,0.3,0.3,0.3
1648,25,XZ,0.24,0.56,0.4
1648,50,XZ,0.16,0.54,0.35
1648,100,XZ,0.15,0.66,0.405
1648,250,XZ,0.108,0.128,0.118
1648,500,XZ,0.1,0.136,0.118
1649,10,XY,0.4,0.3,0.35
1649,25,XY,0.52,0.2,0.36
1649,50,XY,0.18,0.16,0.17
1649,100,XY,0.67,0.2,0.435
1649,250,XY,0.1,0.624,0.362
1649,500,XY,0.118,0.67,0.394
1650,10,YZ,0.4,0.3,0.35
1650,25,YZ,0.16,0.16,0.16
1650,50,YZ,0.6,0.24,0.42
1650,100,YZ,0.19,0.16,0.175
1650,250,YZ,0.688,0.136,0.412
1650,500,YZ,0.69,0.088,0.389
1651,10,XY,0.3,0.4,0.35
1651,25,XY,0.48,0.2,0.34
1651,50,XY,0.16,0.16,0.16
1651,100,XY,0.71,0.17,0.44
1651,250,XY,0.156,0.62,0.388
1651,500,XY,0.08,0.624,0.352
1652,10,YZ,0.3,0.4,0.35
1652,25,YZ,0.24,0.24,0.24
1652,50,YZ,0.7,0.2,0.45
1652,100,YZ,0.14,0.15,0.145
1652,250,YZ,0.704,0.092,0.398
1652,500,YZ,0.67,0.1,0.385
1653,10,YZ,0.3,0.3,0.3
1653,25,YZ,0.2,0.2,0.2
1653,50,YZ,0.64,0.24,0.44
1653,100,YZ,0.2,0.16,0.18
1653,250,YZ,0.664,0.148,0.406
1653,500,YZ,0.642,0.106,0.374
1654,10,YZ,0.3,0.4,0.35
1654,25,YZ,0.2,0.2,0.2
1654,50,YZ,0.68,0.18,0.43
1654,100,YZ,0.17,0.17,0.17
1654,250,YZ,0.708,0.132,0.42
1654,500,YZ,0.696,0.086,0.391
1655,10,XZ,0.3,0.4,0.35
1655,25,XZ,0.28,0.52,0.4
1655,50,XZ,0.14,0.62,0.38
1655,100,XZ,0.13,0.69,0.41
1655,250,XZ,0.108,0.136,0.122
1655,500,XZ,0.122,0.124,0.123
1656,10,YZ,0.4,0.3,0.35
1656,25,YZ,0.24,0.24,0.24
1656,50,YZ,0.68,0.22,0.45
1656,100,YZ,0.15,0.17,0.16
1656,250,YZ,0.716,0.1,0.408
1656,500,YZ,0.66,0.116,0.388
1657,10,XY,0.4,0.3,0.35
1657,25,XY,0.52,0.24,0.38
1657,50,XY,0.14,0.16,0.15
1657,100,XY,0.66,0.2,0.43
1657,250,XY,0.1,0.604,0.352
1657,500,XY,0.106,0.694,0.4
1658,10,YZ,0.3,0.4,0.35
1658,25,YZ,0.16,0.2,0.18
1658,50,YZ,0.68,0.18,0.43
1658,100,YZ,0.18,0.17,0.175
1658,250,YZ,0.712,0.132,0.422
1658,500,YZ,0.692,0.076,0.384
1659,10,YZ,0.3,0.4,0.35
1659,25,YZ,0.2,0.2,0.2
1659,50,YZ,0.68,0.22,0.45
1659,100,YZ,0.11,0.17,0.14
1659,250,YZ,0.684,0.136,0.41
1659,500,YZ,0.64,0.092,0.366
1660,10,XY,0.3,0.3,0.3
1660,25,XY,0.56,0.2,0.38
1660,50,XY,0.18,0.18,0.18
1660,100,XY,0.7,0.17,0.435
1660,250,XY,0.128,0.572,0.35
1660,500,XY,0.106,0.62,0.363
1661,10,XZ,0.3,0.4,0.35
1661,25,XZ,0.24,0.56,0.4
1661,50,XZ,0.14,0.58,0.36
1661,100,XZ,0.12,0.68,0.4
1661,250,XZ,0.096,0.16,0.128
1661,500,XZ,0.13,0.116,0.123
1662,10,XZ,0.3,0.3,0.3
1662,25,XZ,0.24,0.52,0.38
1662,50,XZ,0.14,0.58,0.36
1662,100,XZ,0.13,0.67,0.4
1662,250,XZ,0.008,0.06,0.034
1662,500,XZ,0.12,0.134,0.127
1663,10,XY,0.3,0.4,0.35
1663,25,XY,0.56,0.2,0.38
1663,50,XY,0.18,0.18,0.18
1663,100,XY,0.65,0.2,0.425
1663,250,XY,0.124,0.596,0.36
1663,500,XY,0.114,0.652,0.383
1664,10,YZ,0.4,0.4,0.4
1664,25,YZ,0.16,0.2,0.18
1664,50,YZ,0.66,0.22,0.44
1664,100,YZ,0.14,0.16,0.15
1664,250,YZ,0.668,0.176,0.422
1664,500,YZ,0.656,0.09,0.373
1665,10,XY,0.3,0.4,0.35
1665,25,XY,0.52,0.24,0.38
1665,50,XY,0.14,0.16,0.15
1665,100,XY,0.7,0.18,0.44
1665,250,XY,0.1,0.624,0.362
1665,500,XY,0.112,0.682,0.397
1666,10,XY,0.4,0.3,0.35
1666,25,XY,0.48,0.2,0.34
1666,50,XY,0.16,0.16,0.16
1666,100,XY,0.71,0.18,0.445
1666,250,XY,0.156,0.6,0.378
1666,500,XY,0.088,0.652,0.37
1667,10,XY,0.3,0.4,0.35
1667,25,XY,0.56,0.24,0.4
