target_id,seed,N,method,fidelity,infidelity
2,1,500,ZX_split,0.18659533284948077,0.8134046671505193
2,1,500,XYZ_split,0.3218915514215043,0.6781084485784957
2,1,500,RL_adaptive,0.18659533284948077,0.8134046671505193
2,2,10,Z_only,0.18659533284948077,0.8134046671505193
2,2,10,ZX_split,0.18659533284948077,0.8134046671505193
2,2,10,XYZ_split,0.18659533284948077,0.8134046671505193
2,2,10,RL_adaptive,0.13060470972923402,0.869395290270766
2,2,25,Z_only,0.18659533284948077,0.8134046671505193
2,2,25,ZX_split,0.18659533284948077,0.8134046671505193
2,2,25,XYZ_split,0.3218915514215043,0.6781084485784957
2,2,25,RL_adaptive,0.2275130780846039,0.7724869219153961
2,2,50,Z_only,0.18659533284948077,0.8134046671505193
2,2,50,ZX_split,0.18659533284948077,0.8134046671505193
2,2,50,XYZ_split,0.3218915514215043,0.6781084485784957
2,2,50,RL_adaptive,0.26400003764441143,0.7359999623555886
2,2,100,Z_only,0.18659533284948077,0.8134046671505193
2,2,100,ZX_split,0.18659533284948077,0.8134046671505193
2,2,100,XYZ_split,0.3218915514215043,0.6781084485784957
2,2,100,RL_adaptive,0.18659533284948077,0.8134046671505193
2,2,250,Z_only,0.18659533284948077,0.8134046671505193
2,2,250,ZX_split,0.18659533284948077,0.8134046671505193
2,2,250,XYZ_split,0.3218915514215043,0.6781084485784957
2,2,250,RL_adaptive,0.18659533284948077,0.8134046671505193
2,2,500,Z_only,0.18659533284948077,0.8134046671505193
2,2,500,ZX_split,0.18659533284948077,0.8134046671505193
2,2,500,XYZ_split,0.3218915514215043,0.6781084485784957
2,2,500,RL_adaptive,0.2275130780846039,0.7724869219153961
2,3,10,Z_only,0.18659533284948077,0.8134046671505193
2,3,10,ZX_split,0.18659533284948077,0.8134046671505193
2,3,10,XYZ_split,0.3218915514215043,0.6781084485784957
2,3,10,RL_adaptive,0.2275130780846039,0.7724869219153961
2,3,25,Z_only,0.18659533284948077,0.8134046671505193
2,3,25,ZX_split,0.18659533284948077,0.8134046671505193
2,3,25,XYZ_split,0.3218915514215043,0.6781084485784957
2,3,25,RL_adaptive,0.2275130780846039,0.7724869219153961
2,3,50,Z_only,0.18659533284948077,0.8134046671505193
